mX,mY,mZ,gX,gY,gZ,aX,aY,aZ,label
53.48,-28.64,10.23,76.54,50.72,0.43,-0.82,0.34,-0.14,1
8.68,-29.53,15.17,-1.22,2.14,7.69,-0.73,0.38,0.14,2
51.11,-14.76,22.4,-51.09,15.08,-57.19,0.89,0.22,-0.17,0
47.31,-34.39,4.85,15.01,-58.9,263.43,2.03,0.16,-0.36,1
50.32,-14.1,21.36,-28.38,54.26,-93.69,1.17,0.29,-0.1,0
60.03,-18.4,12.98,-12.57,9.46,13.55,0.45,0.5,-0.86,2
50.51,-26.49,15.54,6.9,-4.64,-1.34,0.87,0.01,-0.48,0
27.91,-26.16,29.39,-24.66,-75.13,-37.23,-0.39,0.51,-0.62,2
50.12,-25.52,17.4,-96.68,0.12,-29.05,1.11,-0.21,-0.59,0
29.58,-37.0,-0.39,-54.02,20.45,-190.43,3.99,4.0,-0.2,1
63.17,-17.47,1.06,-3.48,-0.92,18.07,0.65,0.85,0.14,2
50.56,-26.66,12.84,5.98,-19.29,27.16,0.75,-0.15,-0.4,0
55.26,-14.21,24.46,3.72,-62.19,-24.9,0.31,0.44,-0.99,2
27.06,-36.47,0.42,76.42,84.47,-55.3,1.01,-0.64,-0.27,1
52.93,-20.51,18.36,-18.19,61.22,-59.14,1.27,-0.1,-0.33,0
50.71,-21.5,18.73,-50.6,8.42,-24.35,0.99,0.01,-0.42,0
49.4,-11.79,23.44,-34.42,77.03,-108.09,0.97,0.22,-0.2,0
42.36,4.74,-47.18,-0.85,-0.06,0.55,-0.04,-0.03,1.0,3
48.21,-10.41,24.87,-4.03,-0.24,-7.02,1.25,-0.02,-0.41,0
10.72,-28.82,18.62,-18.19,-56.58,-9.34,-0.81,0.47,-0.12,2
41.97,4.88,-47.46,-0.73,0.0,0.31,-0.04,-0.03,1.0,3
42.9,4.68,-47.18,-0.73,0.06,0.43,-0.04,-0.03,1.0,3
42.74,4.82,-46.85,-0.67,0.12,0.49,-0.04,-0.03,1.0,3
19.86,-16.06,32.73,-33.57,-85.94,-10.38,-0.66,0.34,-0.75,2
42.02,5.63,-46.92,-0.79,0.06,0.49,-0.04,-0.03,1.0,3
52.17,-25.77,12.72,-53.1,10.56,-22.71,1.12,-0.13,-0.52,0
61.39,-15.59,9.91,-4.03,7.26,8.18,0.49,0.45,-0.86,2
41.99,4.86,-46.64,-0.49,-0.06,0.43,-0.04,-0.03,1.0,3
40.3,-36.96,-3.42,-6.41,4.09,-88.07,-0.03,0.84,0.24,2
47.86,-3.04,23.17,5.19,-7.87,-2.93,0.71,0.46,-0.31,0
39.25,-24.11,27.75,-17.58,-77.51,-46.63,-0.11,0.58,-0.79,2
54.5,-31.18,5.13,24.66,-17.88,30.03,0.61,-0.12,-0.42,0
52.06,-21.19,23.73,22.03,87.1,46.63,0.2,0.69,-0.92,2
52.51,-31.85,4.33,-12.94,-28.63,34.18,0.64,-0.23,-0.48,0
57.68,-27.47,-0.43,-20.75,4.64,-76.17,0.48,0.92,0.17,2
50.71,-23.23,16.53,-50.42,3.3,-33.75,0.89,0.14,-0.27,0
45.56,-36.1,6.87,-285.03,3.42,-216.92,0.62,0.86,0.66,1
60.45,-11.32,15.37,-13.61,81.97,35.89,0.57,0.39,-1.06,2
31.1,-33.5,4.54,-81.42,59.2,128.97,0.3,-0.46,-0.41,1
48.52,-15.3,29.37,-5.62,-75.01,-19.59,0.16,0.45,-0.99,2
42.0,4.46,-48.44,-0.79,0.0,0.37,-0.04,-0.03,1.0,3
17.33,-16.44,32.95,-8.24,-88.07,-14.28,-0.7,0.28,-0.74,2
50.95,-15.27,21.26,-23.93,36.13,-75.13,0.88,0.13,-0.17,0
42.07,5.11,-46.23,-0.73,-0.12,0.49,-0.04,-0.03,1.0,3
49.0,-10.52,22.88,-15.87,10.07,-6.53,0.96,0.53,-0.26,0
60.47,-23.22,1.68,11.72,7.32,-64.39,0.69,1.0,-0.01,2
60.83,-23.58,1.72,-5.19,-14.77,106.14,0.71,1.13,0.1,2
32.57,-36.19,-1.7,1.4,44.13,-151.67,3.86,4.0,-0.43,1
38.6,-37.37,3.41,-16.85,-17.03,-116.7,3.58,4.0,-0.41,1
50.28,-23.55,17.35,63.72,-23.44,17.09,1.03,0.09,-0.23,0
49.35,-19.15,21.84,101.93,-21.79,31.68,1.18,-0.06,-0.67,0
29.21,-37.45,-1.71,-86.06,65.25,-100.22,1.72,-0.39,-0.5,1
51.55,-13.39,27.31,-3.97,112.0,37.35,0.28,0.41,-1.28,2
50.38,-14.84,23.22,-6.1,11.78,23.62,1.18,0.32,-0.42,0
41.67,4.55,-47.34,-0.61,-0.12,0.37,-0.04,-0.03,1.0,3
50.39,-13.5,21.78,104.68,-20.14,58.96,1.42,0.37,-0.62,0
20.87,-28.06,26.32,-29.05,-79.96,-23.8,-0.56,0.45,-0.4,2
41.5,-36.44,7.35,37.72,13.12,176.15,0.94,0.01,-0.38,1
49.3,-12.07,23.05,-4.27,-1.59,2.26,0.78,0.29,-0.29,0
59.22,-24.32,6.32,26.25,11.96,68.73,0.54,0.95,-0.16,2
50.6,-17.25,21.34,-44.68,19.65,-49.87,1.06,0.17,-0.27,0
50.9,-29.63,12.59,9.89,-1.95,-0.98,0.69,0.06,-0.35,0
50.65,-29.09,13.24,-138.79,9.28,-160.34,-0.3,0.92,0.31,1
64.49,-13.24,2.67,-1.4,-9.4,21.67,0.79,0.79,0.16,2
52.42,-12.82,19.02,-15.08,13.12,-26.25,0.87,0.2,-0.2,0
58.73,-15.71,17.16,16.42,-57.56,-22.64,0.55,0.41,-0.85,2
63.06,-18.64,2.28,4.82,8.48,-10.5,0.66,0.85,0.06,2
31.67,-37.51,-2.06,-110.78,29.05,-165.83,4.0,4.0,0.31,1
49.15,-32.9,6.81,9.4,-21.61,59.75,0.74,1.01,0.47,1
51.83,-21.78,17.92,-42.72,39.61,-44.8,1.2,-0.17,-0.49,0
42.15,4.38,-46.9,-0.79,0.06,0.37,-0.04,-0.03,1.0,3
48.47,-30.76,12.94,152.71,60.0,-66.83,-0.43,0.68,0.16,1
42.55,4.61,-47.96,-0.73,-0.12,0.43,-0.04,-0.03,1.0,3
50.46,-28.33,12.76,14.71,-44.92,59.27,0.56,-0.2,-0.32,0
34.63,-37.54,5.37,44.13,34.48,187.56,0.21,-0.9,-0.33,1
53.77,-30.65,5.03,-18.25,-55.48,15.56,-0.6,0.29,-0.09,1
42.2,5.57,-46.7,-0.85,0.06,0.49,-0.04,-0.03,1.0,3
42.7,4.59,-47.84,-0.98,-0.06,0.43,-0.04,-0.03,1.0,3
3.93,-14.83,22.92,10.01,11.72,2.69,-0.8,0.21,0.09,2
50.81,-28.55,13.78,-28.32,-36.01,16.24,-0.31,0.49,0.22,1
50.66,-24.05,17.82,37.6,-30.15,37.84,0.71,-0.24,-0.41,0
48.91,-33.74,7.37,-190.73,-1.22,-321.59,-0.84,0.51,0.41,1
42.41,4.98,-47.38,-0.67,0.06,0.49,-0.04,-0.03,1.0,3
41.97,4.24,-47.61,-0.85,-0.06,0.61,-0.04,-0.03,1.0,3
42.24,4.35,-46.8,-0.73,0.18,0.55,-0.04,-0.03,1.0,3
14.0,-18.68,29.91,7.45,91.98,22.22,-0.61,0.36,-0.45,2
48.97,-33.52,8.53,-15.32,91.49,-76.42,-0.51,0.87,0.33,1
45.76,-34.79,10.51,16.11,40.22,117.43,2.08,0.82,-0.26,1
50.0,-30.63,11.49,-4.46,9.77,-22.83,0.88,-0.13,-0.41,0
48.06,-9.33,24.89,-3.78,-13.37,0.49,0.76,0.26,-0.73,0
22.84,-36.72,-3.16,88.99,36.5,30.88,0.92,-0.5,-0.19,1
43.84,-14.39,31.85,-14.04,-72.39,-11.54,-0.1,0.37,-1.14,2
52.1,-22.09,17.86,23.07,-32.29,44.8,0.73,-0.18,-0.31,0
28.12,-35.86,5.43,105.47,70.92,66.65,0.58,-0.96,-0.3,1
31.47,-36.16,-0.73,-40.59,25.7,-65.25,1.1,-0.67,-0.63,1
50.63,-16.15,22.52,-48.58,9.28,-33.45,1.23,-0.11,-0.32,0
38.67,-37.29,-0.18,21.79,16.66,115.84,-0.02,0.82,0.14,2
6.67,-16.66,26.32,10.86,69.64,10.68,-0.82,0.35,-0.35,2
50.92,-23.45,15.99,-8.0,-11.23,10.74,0.71,0.0,-0.29,0
49.11,-11.91,24.23,18.01,-2.08,17.94,1.24,0.14,-0.5,0
19.96,-15.52,33.56,-5.62,-108.64,-23.19,-0.52,0.36,-0.8,2
30.68,-37.59,-3.06,-3.66,-1.22,-27.53,-0.46,0.79,0.25,2
48.38,-22.02,19.35,19.47,-8.73,29.42,0.79,0.02,-0.43,0
42.58,4.77,-47.07,-0.79,-0.06,0.37,-0.04,-0.03,1.0,3
42.74,4.77,-46.29,-0.67,-0.24,0.37,-0.04,-0.03,1.0,3
62.52,-16.41,6.81,-1.1,-0.06,-11.9,0.8,0.93,0.04,2
42.14,5.04,-46.83,-0.85,-0.06,0.49,-0.04,-0.03,1.0,3
31.79,-37.84,-4.37,20.08,3.78,55.18,-0.36,0.71,0.27,2
51.21,-21.75,19.09,-30.82,19.59,-64.21,1.21,-0.05,-0.39,0
48.3,-14.45,22.17,23.99,-14.28,64.15,0.92,0.08,-0.5,0
42.2,4.85,-46.8,-0.73,-0.06,0.37,-0.04,-0.03,1.0,3
49.63,-16.48,21.41,107.24,-32.04,45.17,1.3,0.31,-0.48,0
35.03,-37.49,-4.65,-11.11,1.04,-68.85,-0.28,0.73,0.26,2
19.38,-22.19,29.96,10.07,66.59,10.68,-0.65,0.41,-0.5,2
51.9,-23.05,18.4,7.02,-29.97,42.3,0.6,-0.12,-0.4,0
50.22,-14.27,22.91,41.14,-13.67,27.77,1.17,0.41,-0.48,0
63.53,-16.49,0.72,-15.69,16.05,-88.26,0.84,0.58,0.15,2
52.58,-24.94,15.05,-37.11,37.11,-84.29,1.25,-0.02,-0.44,0
51.53,-31.77,8.45,-130.62,-50.35,-173.22,-0.75,0.51,-0.01,1
49.94,-9.11,22.71,-51.09,12.02,-57.98,0.8,0.21,-0.18,0
50.42,-30.03,11.16,43.52,27.71,74.04,2.21,2.52,0.3,1
33.56,-36.83,-2.7,-10.8,24.54,-86.67,3.84,2.79,-0.25,1
41.05,-36.35,9.72,151.61,4.21,-55.42,0.74,-0.23,-0.38,1
21.22,-37.3,-8.56,-0.12,11.66,34.06,-0.69,0.35,0.35,2
52.01,-24.78,16.28,10.56,-11.47,8.97,0.67,-0.13,-0.33,0
51.75,-28.11,14.04,-9.95,-6.84,-11.05,0.84,-0.01,-0.48,0
42.3,4.57,-47.16,-0.92,0.0,0.43,-0.04,-0.03,1.0,3
62.88,-14.59,9.12,-7.63,7.81,6.84,0.6,0.42,-0.81,2
51.21,-23.52,16.88,-102.29,20.57,-53.89,0.88,0.04,-0.51,0
42.41,4.54,-47.62,-0.61,0.12,0.43,-0.04,-0.03,1.0,3
42.46,4.68,-46.98,-0.67,0.06,0.43,-0.04,-0.03,1.0,3
7.42,-15.95,27.14,15.44,61.22,9.28,-0.73,0.25,-0.22,2
39.36,-36.33,2.76,-20.94,3.23,-57.13,3.69,4.0,-0.73,1
42.5,5.09,-47.74,-0.67,0.12,0.37,-0.04,-0.03,1.0,3
50.39,-24.62,16.5,20.14,-21.79,32.29,0.76,0.03,-0.39,0
42.77,4.59,-47.8,-0.73,-0.12,0.37,-0.04,-0.03,1.0,3
50.88,-29.83,13.54,27.04,-77.88,37.9,0.8,1.45,0.01,1
49.52,-15.53,20.83,52.67,-10.07,45.53,1.01,0.13,-0.45,0
48.23,-20.03,27.01,-23.68,-91.74,-30.4,0.11,0.49,-0.99,2
50.11,-20.67,18.95,-41.63,28.38,-74.46,1.14,0.18,-0.29,0
49.8,-28.08,15.97,59.94,-38.76,78.92,0.86,-0.1,-0.41,0
48.25,-10.68,23.55,6.35,-1.1,13.12,1.31,0.3,-0.42,0
16.63,-36.24,-7.26,0.79,-2.2,-10.56,-0.7,0.18,0.31,2
50.23,-20.45,17.44,46.57,-17.21,39.25,1.01,0.05,-0.38,0
53.7,-27.86,11.88,-87.59,28.56,2.99,-0.47,0.27,0.3,1
50.88,-31.3,9.72,-46.75,-7.39,-45.72,-0.66,0.66,0.2,1
41.71,5.2,-47.23,-0.73,0.06,0.43,-0.04,-0.03,1.0,3
50.21,-19.53,20.8,-46.26,45.1,-85.57,1.23,0.03,-0.46,0
28.0,-37.57,-1.03,100.95,35.1,-7.75,0.86,-0.88,-0.16,1
34.27,-38.16,0.38,-46.26,27.34,-71.29,1.0,-0.72,-0.38,1
49.19,-6.4,24.61,23.38,17.52,2.87,1.28,0.14,-0.66,0
44.2,-37.17,0.04,-130.55,-3.11,-136.72,2.25,2.97,0.61,1
41.38,-37.56,-2.14,-31.07,-44.37,155.7,0.12,-0.43,-0.25,1
59.4,-13.6,16.22,5.37,54.08,13.24,0.51,0.36,-0.91,2
51.31,-20.01,19.34,-51.45,17.52,-23.99,1.02,0.1,-0.3,0
41.56,4.3,-47.44,-0.61,0.0,0.49,-0.04,-0.03,1.0,3
24.72,-38.11,-2.16,89.48,42.05,-4.82,0.76,-0.75,-0.36,1
48.24,-8.65,23.82,6.41,10.5,1.22,0.89,0.55,-0.28,0
33.53,-38.4,-3.76,13.85,11.9,88.26,-0.25,0.67,0.23,2
42.11,4.53,-46.81,-0.61,-0.06,0.49,-0.04,-0.03,1.0,3
50.24,-14.15,22.2,78.8,-19.35,36.8,1.17,-0.1,-0.62,0
47.68,-32.82,12.63,18.07,26.25,48.03,0.63,1.86,0.2,1
53.97,-30.9,0.87,14.28,8.24,120.54,0.39,0.99,0.07,2
42.19,4.87,-48.06,-0.55,0.0,0.49,-0.04,-0.03,1.0,3
6.9,-17.07,25.83,7.32,-15.14,-2.5,-0.55,0.26,0.07,2
32.41,-36.62,-0.93,-17.52,-51.76,141.36,0.02,-1.14,-0.79,1
49.0,-18.47,21.18,37.9,-9.46,59.63,1.17,0.3,-0.41,0
50.59,-22.33,18.47,93.32,-41.63,59.39,1.09,0.0,-0.49,0
51.1,-32.4,1.15,-15.5,-5.98,-92.22,0.34,1.05,0.11,2
49.65,-10.61,22.64,-53.16,22.4,-64.7,1.05,0.19,-0.33,0
42.29,4.76,-47.51,-0.73,0.06,0.43,-0.04,-0.03,1.0,3
51.26,-30.65,10.6,75.93,-18.13,37.6,0.61,1.2,0.34,1
42.16,4.76,-47.03,-0.67,0.06,0.37,-0.04,-0.03,1.0,3
49.98,-11.3,21.87,12.63,6.1,11.78,1.07,0.14,-0.36,0
52.25,-10.03,21.08,-19.65,14.04,-10.31,1.06,0.3,-0.35,0
51.0,-27.78,13.9,10.99,-7.2,-10.56,0.83,-0.07,-0.41,0
49.35,-10.55,22.64,-29.17,5.13,-17.64,0.88,0.2,-0.25,0
53.16,-30.54,9.85,-88.07,22.95,-45.96,1.01,-0.03,-0.57,0
23.54,-36.21,2.67,120.24,21.24,40.47,0.56,-0.78,-0.47,1
30.47,-38.21,-1.2,43.58,-59.57,159.67,0.28,-1.03,-0.31,1
48.49,-7.51,23.85,-11.96,-3.05,-1.83,0.89,0.3,-0.34,0
52.33,-29.58,8.86,-22.95,11.9,-19.35,-0.45,0.63,0.46,1
49.6,-11.66,22.88,3.72,5.19,2.56,0.94,0.25,-0.26,0
3.8,-22.68,18.82,10.5,-5.62,-5.92,-0.87,0.27,0.05,2
55.15,-29.77,-2.69,-7.02,8.67,-95.95,0.41,0.93,0.21,2
44.21,-36.63,-3.33,-18.25,-5.8,-105.59,0.01,0.97,0.17,2
52.1,-28.82,12.19,48.22,-9.28,108.95,1.46,1.98,0.18,1
19.67,-22.85,29.31,-0.79,102.05,45.47,-0.49,0.35,-0.45,2
53.0,-28.7,11.25,26.55,-10.25,46.81,0.67,1.03,0.27,1
42.2,4.53,-46.37,-0.79,0.0,0.37,-0.04,-0.03,1.0,3
42.85,4.16,-47.11,-0.61,-0.06,0.49,-0.04,-0.03,1.0,3
36.07,-17.87,33.22,-10.56,-118.84,-32.9,-0.18,0.42,-0.99,2
42.16,4.25,-47.0,-0.67,-0.12,0.43,-0.04,-0.03,1.0,3
42.14,4.96,-47.02,-0.79,0.0,0.49,-0.04,-0.03,1.0,3
42.54,5.19,-46.18,-0.67,0.06,0.55,-0.04,-0.03,1.0,3
57.42,-26.95,2.21,-8.79,8.54,-89.05,0.53,0.99,0.01,2
22.28,-28.94,24.49,-6.47,-13.73,-10.31,-0.5,0.48,-0.21,2
35.73,-20.31,32.46,8.3,72.33,15.99,-0.26,0.42,-0.85,2
58.45,-27.04,1.12,10.44,-10.44,101.2,0.6,1.04,0.12,2
52.05,-27.77,11.54,-64.03,-15.38,159.91,2.85,3.66,0.55,1
50.96,-27.83,14.77,29.85,-37.11,43.4,0.65,-0.22,-0.37,0
61.45,-12.68,11.46,1.22,13.31,2.01,0.55,0.29,-0.86,2
8.4,-20.36,26.12,-23.74,-65.12,-12.39,-0.87,0.29,-0.22,2
48.28,-31.76,11.33,-84.9,75.5,-16.91,-0.47,0.16,0.46,1
43.04,-14.53,32.92,-1.71,-31.56,-2.2,-0.25,0.4,-0.94,2
64.06,-9.23,4.14,-0.73,10.5,-61.89,0.98,0.51,0.06,2
22.09,-21.61,30.75,-13.12,-90.82,-13.85,-0.57,0.45,-0.61,2
62.83,-17.69,1.75,-10.68,2.93,-11.23,0.77,1.0,0.11,2
38.93,-37.72,-2.92,-52.19,-136.72,195.31,0.02,-1.06,-0.56,1
32.65,-38.38,4.02,-80.2,14.16,-175.23,1.74,4.0,-1.27,1
49.0,-10.67,22.29,11.29,10.01,28.75,1.18,0.26,-0.43,0
42.02,4.57,-47.27,-0.73,0.06,0.43,-0.04,-0.03,1.0,3
48.38,-8.13,23.77,29.54,23.44,1.4,0.95,0.2,-0.33,0
42.15,4.44,-47.34,-0.98,-0.12,0.24,-0.04,-0.03,1.0,3
35.71,-36.17,2.12,140.93,32.71,49.26,-0.03,-0.78,-0.62,1
54.39,-25.15,14.83,-39.79,5.31,58.17,-0.52,0.51,0.32,1
64.27,-12.07,2.7,-4.82,-2.01,0.0,0.82,0.7,0.12,2
50.5,-32.74,8.65,-56.95,-4.09,-51.94,0.95,-0.29,-0.58,0
51.4,-27.01,15.1,-78.06,21.97,-44.01,1.02,0.17,-0.38,0
19.15,-16.49,33.18,-13.67,-140.38,-11.47,-0.53,0.35,-0.65,2
58.83,-13.04,18.02,-8.42,-46.2,-12.63,0.49,0.31,-0.9,2
49.6,-15.16,23.65,31.8,-26.79,25.15,0.95,0.22,-0.37,0
50.55,-22.11,18.44,-75.99,38.15,-80.02,1.34,0.04,-0.41,0
21.79,-36.84,-6.2,11.11,1.71,60.91,-0.54,0.34,0.33,2
46.62,-34.69,8.92,75.2,-67.99,176.51,1.65,0.67,-0.32,1
49.5,-11.83,23.47,-20.26,16.3,-89.11,1.07,0.3,-0.21,0
47.71,-11.36,24.44,-13.55,5.74,-1.95,0.69,0.23,-0.24,0
48.11,-12.76,22.64,14.28,0.67,6.1,1.17,0.21,-0.47,0
51.87,-27.65,14.0,13.49,-85.39,-111.33,-0.7,0.71,0.48,1
52.22,-23.17,15.66,-11.78,36.25,-93.51,1.28,-0.07,-0.49,0
51.57,-12.82,19.45,-8.36,9.95,1.4,0.67,0.42,-0.12,0
49.01,-33.73,5.68,-20.08,3.72,18.19,0.67,-0.55,-0.56,0
48.95,-33.24,-0.68,-8.97,17.76,89.97,0.08,0.96,0.15,2
49.88,-11.43,23.47,38.57,3.66,22.95,1.17,0.32,-0.56,0
48.77,-33.81,-0.88,-18.49,2.38,-112.67,0.17,0.89,0.14,2
42.36,4.74,-46.33,-0.79,0.0,0.37,-0.04,-0.03,1.0,3
30.36,-19.67,32.85,37.23,-99.24,-39.55,-0.44,0.49,-0.83,2
42.58,5.02,-47.53,-0.73,0.0,0.31,-0.04,-0.03,1.0,3
30.99,-38.15,-4.16,-5.13,-4.39,-58.17,-0.42,0.72,0.22,2
35.5,-34.9,-1.06,-83.5,5.92,-130.19,4.0,2.91,-1.09,1
33.48,-35.78,-1.32,3.23,51.7,-50.11,0.89,-0.87,-0.28,1
57.52,-11.98,21.02,3.23,-63.17,-24.17,0.43,0.3,-0.99,2
36.58,-36.68,2.28,68.48,-87.83,186.28,0.09,-0.76,-0.39,1
50.57,-29.42,13.82,34.48,-50.72,134.34,3.32,3.29,0.39,1
42.54,4.36,-45.98,-0.73,0.0,0.55,-0.04,-0.03,1.0,3
36.18,-37.04,-2.04,-240.97,-104.13,-197.88,0.63,1.99,0.48,1
42.59,4.96,-47.85,-0.67,-0.06,0.49,-0.04,-0.03,1.0,3
29.48,-38.13,-1.2,4.7,1.46,37.17,-0.53,0.75,0.21,2
53.74,-27.54,12.08,59.14,-22.71,-14.71,0.08,0.4,0.2,1
32.98,-37.19,0.57,8.48,11.41,26.98,0.96,-1.32,-0.63,1
42.27,5.69,-46.64,-0.67,0.12,0.49,-0.04,-0.03,1.0,3
42.32,4.92,-46.84,-0.79,0.06,0.43,-0.04,-0.03,1.0,3
53.19,-19.07,18.18,-11.11,19.23,-37.84,1.13,-0.17,-0.42,0
39.18,-37.07,0.56,-5.13,-11.84,-71.84,-0.13,0.87,0.12,2
21.64,-38.21,-2.31,18.01,22.34,57.68,-0.46,0.43,0.34,2
28.43,-37.61,-0.07,16.24,26.25,-26.61,0.75,-0.87,-0.54,1
52.69,-19.17,17.21,2.26,23.99,9.46,0.99,0.42,-0.13,0
42.44,5.36,-46.95,-0.61,-0.06,0.49,-0.04,-0.03,1.0,3
58.96,-19.24,14.98,-5.98,-38.21,-11.23,0.36,0.5,-0.86,2
50.1,-24.02,17.75,48.4,-15.75,35.83,0.94,0.02,-0.42,0
46.96,-33.87,8.74,8.06,3.17,189.51,2.83,1.28,-0.01,1
50.92,-31.91,10.46,62.56,4.7,5.19,-0.14,0.53,0.09,1
42.5,4.42,-47.34,-0.73,-0.06,0.43,-0.04,-0.03,1.0,3
48.17,-10.61,24.93,1.53,-27.1,67.26,1.1,0.32,-0.5,0
53.1,-30.21,11.74,-13.73,-2.56,4.27,0.72,-0.34,-0.57,0
50.49,-27.06,16.46,-68.05,39.0,-57.01,1.19,0.2,-0.4,0
37.32,-15.01,34.39,-3.23,-93.32,-15.99,-0.29,0.34,-1.05,2
47.49,-34.27,-1.45,-12.15,-6.53,-77.33,0.1,0.95,0.16,2
36.61,-23.93,30.57,9.89,-96.5,-39.49,-0.12,0.45,-0.58,2
11.72,-22.22,25.96,-2.32,31.68,5.19,-0.91,0.38,-0.31,2
50.02,-15.43,20.67,-37.11,-1.46,-9.95,0.97,-0.1,-0.38,0
49.87,-15.53,22.46,15.08,-12.7,77.21,1.22,-0.19,-0.65,0
51.48,-13.39,26.18,-2.62,-49.07,-20.26,0.31,0.35,-0.98,2
50.1,-9.09,22.28,7.51,7.87,35.64,1.06,0.16,-0.48,0
42.16,4.31,-46.85,-0.67,0.12,0.43,-0.04,-0.03,1.0,3
54.2,-24.43,14.71,8.0,-61.46,24.29,0.28,0.73,-0.02,1
52.33,-26.84,15.61,-12.63,52.73,15.87,-0.97,0.44,0.14,1
29.13,-23.11,31.12,27.16,88.87,11.72,-0.48,0.55,-0.81,2
5.97,-14.89,24.27,1.59,43.46,6.53,-0.96,0.25,-0.23,2
49.0,-28.2,15.2,13.55,-23.86,16.78,0.73,-0.06,-0.38,0
56.05,-27.12,8.45,-22.22,-16.6,-45.1,-0.91,0.74,-0.06,1
42.7,4.9,-46.7,-0.79,0.06,0.31,-0.04,-0.03,1.0,3
42.47,5.66,-47.57,-0.61,0.0,0.49,-0.04,-0.03,1.0,3
28.14,-38.31,-4.97,-16.54,-15.93,-96.86,-0.39,0.56,0.24,2
42.15,4.61,-46.73,-0.85,0.0,0.31,-0.04,-0.03,1.0,3
45.69,-33.4,10.02,-65.43,-44.37,264.71,1.39,0.51,-0.57,1
39.67,-37.24,6.59,121.34,26.92,89.54,0.78,0.49,-0.42,1
38.53,-15.6,32.7,-21.0,-50.48,-2.26,-0.34,0.38,-1.01,2
48.52,-12.61,21.42,61.22,6.04,-4.94,1.07,0.28,-0.37,0
43.23,4.92,-45.97,-0.61,0.0,0.37,-0.04,-0.03,1.0,3
49.43,-17.19,21.3,25.82,-5.68,71.59,0.94,0.27,-0.34,0
42.64,4.92,-47.44,-0.67,-0.06,0.43,-0.04,-0.03,1.0,3
41.5,4.53,-48.33,-0.55,0.06,0.49,-0.04,-0.03,1.0,3
3.7,-17.74,22.06,2.32,-47.3,-2.99,-0.73,0.2,0.08,2
41.96,4.7,-47.55,-0.67,-0.06,0.49,-0.04,-0.03,1.0,3
8.01,-18.1,25.2,-0.67,-87.34,-18.98,-0.68,0.25,-0.2,2
4.36,-20.53,18.7,-6.84,-47.79,-8.3,-0.86,0.23,-0.07,2
42.72,4.43,-48.14,-0.61,0.06,0.37,-0.04,-0.03,1.0,3
51.05,-26.38,15.15,-61.46,19.1,-39.79,0.96,0.05,-0.54,0
42.14,5.26,-45.97,-0.73,0.12,0.55,-0.04,-0.03,1.0,3
48.89,-10.44,23.01,22.34,-36.32,58.29,1.25,0.16,-0.51,0
42.29,5.0,-46.17,-0.92,-0.12,0.43,-0.04,-0.03,1.0,3
51.11,-27.89,11.76,-17.21,-4.27,-9.89,0.66,0.05,-0.22,0
49.89,-11.06,22.24,10.8,5.68,-12.76,1.0,0.28,-0.33,0
12.78,-20.09,27.39,2.5,47.97,2.75,-0.82,0.37,-0.39,2
42.63,4.86,-48.29,-0.73,-0.06,0.31,-0.04,-0.03,1.0,3
52.11,-16.82,19.43,-25.57,39.92,-94.85,1.11,0.22,-0.14,0
46.62,-35.63,7.42,-42.3,-13.43,73.85,2.48,4.0,0.28,1
42.16,5.55,-48.02,-0.92,0.06,0.43,-0.04,-0.03,1.0,3
26.01,-37.98,-6.56,-2.38,-10.44,-79.41,-0.54,0.47,0.25,2
42.83,4.6,-46.3,-0.79,-0.06,0.55,-0.04,-0.03,1.0,3
42.4,3.98,-47.55,-0.79,-0.12,0.37,-0.04,-0.03,1.0,3
20.89,-37.16,-1.01,11.78,6.59,57.86,-0.6,0.51,0.2,2
46.95,-33.47,10.99,-10.31,-10.8,103.76,2.26,3.03,0.29,1
42.66,5.47,-47.06,-0.73,-0.12,0.49,-0.04,-0.03,1.0,3
53.85,-26.78,13.17,-27.89,13.55,124.57,2.43,3.67,0.24,1
42.27,4.26,-47.31,-0.85,-0.06,0.43,-0.04,-0.03,1.0,3
42.27,4.74,-46.42,-0.49,0.18,0.49,-0.04,-0.03,1.0,3
50.94,-22.39,18.46,-24.6,30.52,-74.65,1.28,-0.12,-0.42,0
27.04,-37.01,-1.48,21.48,-3.97,24.72,0.94,-0.83,-0.43,1
49.11,-23.07,18.43,-24.35,-2.93,-24.17,0.99,-0.07,-0.5,0
3.88,-14.59,23.25,-1.71,-83.62,-6.65,-0.8,0.2,-0.2,2
51.73,-31.68,10.1,10.07,16.36,-9.28,-1.06,0.46,0.12,1
49.13,-25.17,17.87,-60.24,-7.08,-18.25,1.14,-0.27,-0.53,0
54.49,-24.26,14.25,-38.33,33.63,-78.31,-0.97,1.12,0.37,1
24.27,-14.51,34.48,11.84,99.06,-1.28,-0.55,0.25,-0.7,2
42.75,4.7,-47.28,-0.67,0.06,0.43,-0.04,-0.03,1.0,3
49.52,-10.4,23.96,-9.83,35.4,-45.84,0.86,0.29,-0.2,0
51.84,-19.25,25.02,-11.05,-40.89,-11.6,0.14,0.48,-0.91,2
51.55,-16.48,21.61,40.41,-34.48,59.94,0.95,-0.15,-0.35,0
42.49,4.64,-46.91,-0.73,0.06,0.31,-0.04,-0.03,1.0,3
50.71,-31.6,8.03,-48.58,-22.71,-2.93,-0.75,0.23,0.11,1
