mX,mY,mZ,gX,gY,gZ,aX,aY,aZ,label
5.4,-17.26,23.43,10.93,55.73,13,-0.76,0.32,-0.15,lifting
2.93,-17.7,20.92,5.13,13.43,12.88,-0.71,0.23,0.13,lifting
3.7,-17.74,22.06,2.32,-47.3,-2.99,-0.73,0.2,0.08,lifting
8.01,-18.1,25.2,-0.67,-87.34,-18.98,-0.68,0.25,-0.2,lifting
14.44,-18.88,29.14,-9.22,-108.83,-32.41,-0.56,0.31,-0.52,lifting
27.25,-18.35,34.33,-19.17,-110.41,-22.64,-0.38,0.39,-0.77,lifting
36.07,-17.87,33.22,-10.56,-118.84,-32.9,-0.18,0.42,-0.99,lifting
43.41,-17.02,31.86,-15.99,-103.94,-28.02,-0.07,0.43,-1.1,lifting
49.29,-14.78,28.33,-14.28,-105.96,-28.08,0.25,0.4,-1.05,lifting
54.77,-13.72,24.07,-4.7,-82.82,-26.49,0.32,0.4,-1.1,lifting
58.5,-13.56,19.32,13.24,-65.12,-28.32,0.47,0.37,-0.91,lifting
61.01,-11.52,16.31,19.59,-29.6,-17.03,0.6,0.44,-1.06,lifting
60.5,-12.21,15.71,-6.65,40.47,13.61,0.43,0.43,-1.04,lifting
58.42,-12.67,19.04,-8.24,72.88,32.35,0.44,0.44,-1.06,lifting
54.7,-13.89,24.56,8.3,90.64,34.3,0.35,0.42,-1.11,lifting
48.88,-15.05,29.16,-1.1,114.07,34.12,0.14,0.39,-1.08,lifting
41.55,-15.97,33.19,-5.19,111.45,34.85,-0.11,0.39,-1,lifting
28.32,-15.99,35.21,9.52,109.68,23.62,-0.37,0.34,-0.89,lifting
20.51,-16.74,32.26,8.85,97.11,17.15,-0.52,0.3,-0.63,lifting
14.29,-15.93,30.83,-12.82,80.14,31.31,-0.74,0.32,-0.62,lifting
7.96,-14.51,27.38,8.67,72.57,16.42,-0.73,0.25,-0.19,lifting
3.72,-15.22,23.96,32.23,53.41,-2.01,-0.73,0.18,0.06,lifting
2.49,-16.75,20.89,10.56,-13.67,-4.76,-0.72,0.14,0.13,lifting
4.33,-17.42,22.81,-14.65,-65.98,-7.51,-0.72,0.2,-0.04,lifting
11.61,-16.93,29.16,-16.66,-101.32,-21.36,-0.65,0.29,-0.32,lifting
19.82,-17.36,31.42,-1.95,-116.46,-21.73,-0.52,0.3,-0.61,lifting
29.17,-17.72,34.03,6.1,-113.95,-40.47,-0.42,0.43,-0.95,lifting
36.39,-18.09,33.02,-5.25,-101.26,-38.21,-0.19,0.43,-1.03,lifting
43.71,-16.71,30.8,-9.22,-90.45,-36.13,0.07,0.46,-1.02,lifting
48.9,-15.95,27.94,-10.25,-90.33,-33.39,0.21,0.44,-1.06,lifting
55.54,-13.38,22.97,1.83,-76.48,-44.62,0.34,0.42,-1.07,lifting
58.86,-11.58,19.71,8.3,-57.92,-32.1,0.45,0.42,-1.11,lifting
59.28,-10.46,18.02,-15.5,19.41,2.99,0.38,0.5,-1.17,lifting
57.54,-11.49,19.79,-15.75,61.28,45.35,0.35,0.49,-1.14,lifting
54.16,-13.1,23.58,17.64,102.42,34.91,0.32,0.41,-1.05,lifting
49.33,-15.76,29.25,16.05,102.66,41.5,0.18,0.43,-1.19,lifting
41.97,-17.02,31.67,-4.33,116.76,45.1,-0.07,0.41,-0.91,lifting
33.51,-17.13,33.11,10.01,100.28,26.79,-0.25,0.34,-0.76,lifting
23.28,-17.63,34.23,5.98,87.4,22.95,-0.49,0.38,-0.82,lifting
16.22,-17.54,30.79,-2.56,101.56,26,-0.62,0.31,-0.49,lifting
10.03,-16.3,27.61,5.13,81.54,12.08,-0.67,0.28,-0.27,lifting
6.18,-16.03,24.56,7.32,56.15,10.19,-0.73,0.23,-0.08,lifting
5.33,-16.27,24.63,14.16,-7.26,-3.23,-0.71,0.22,0.06,lifting
6.9,-17.81,26.04,8.91,-61.89,-15.44,-0.69,0.26,-0.14,lifting
12.79,-18.7,29.41,-9.64,-90.58,-19.29,-0.62,0.29,-0.4,lifting
23.55,-18.38,32.91,-17.46,-102.11,-28.08,-0.51,0.35,-0.69,lifting
32.29,-17.26,34.22,-14.89,-116.27,-27.22,-0.32,0.4,-0.92,lifting
40.63,-17.13,31.41,-5.13,-103.15,-28.02,-0.23,0.41,-1.17,lifting
47.11,-15.8,30.26,-8.36,-85.51,-36.44,0.07,0.37,-1.04,lifting
51.76,-14.7,25.88,2.38,-73.85,-43.4,0.25,0.43,-1.15,lifting
56.57,-13.13,22.17,15.63,-83.37,-58.11,0.45,0.37,-0.96,lifting
59.42,-11.34,16.99,14.59,-46.75,-39.43,0.58,0.48,-1.1,lifting
60.07,-9.75,16.46,5.49,0.92,9.28,0.49,0.57,-0.86,lifting
60.95,-13.17,15.09,87.95,-2.01,38.15,0.64,0.65,-0.79,lifting
61.29,-17.42,13.71,159.48,6.59,13.67,0.58,0.62,-0.59,lifting
60.17,-21.25,9.58,145.81,12.63,4.52,0.53,0.54,-0.35,lifting
60.57,-23.13,9,34.3,13.67,20.2,0.7,0.85,-0.13,lifting
59.35,-25.83,8.33,-2.44,8.54,97.17,0.61,1.3,-0.2,lifting
54.39,-30.03,9.35,37.23,24.35,116.03,0.26,1.2,-0.16,lifting
43.8,-36.65,6.29,49.62,44.07,124.39,0.09,0.93,0.02,lifting
34.86,-38.61,3.43,52.8,42.24,112.67,-0.05,0.77,0.1,lifting
27.15,-39.31,-0.35,35.58,31.49,93.63,-0.26,0.5,0.24,lifting
21.64,-38.21,-2.31,18.01,22.34,57.68,-0.46,0.43,0.34,lifting
19.09,-37.74,-4.6,5,9.46,7.51,-0.59,0.32,0.44,lifting
19.57,-37.35,-4.55,-14.1,-3.36,-38.39,-0.51,0.42,0.46,lifting
25.4,-38.9,-1.43,-20.57,-18.55,-65.49,-0.41,0.62,0.34,lifting
31.16,-38.53,-0.49,-16.36,-20.51,-84.66,-0.29,0.74,0.23,lifting
37.72,-37.51,0.65,-12.82,-8.97,-97.41,-0.1,0.84,0.19,lifting
44.41,-36.22,2.77,-32.78,-6.96,-82.7,0.14,0.99,0.18,lifting
49.51,-34.17,5.31,-33.02,-13.12,-85.82,0.27,1.15,0.08,lifting
53.02,-30.97,6.34,-8.06,-6.84,-76.84,0.35,1.03,0.06,lifting
56.4,-27.72,6.15,-7.63,5,-70.19,0.53,0.89,0.09,lifting
60.03,-22.56,8,-13.85,-0.18,-71.17,0.69,0.75,0.08,lifting
62.21,-18.49,7.64,-5.37,0.92,-79.1,0.87,0.77,0.05,lifting
62.52,-16.41,6.81,-1.1,-0.06,-11.9,0.8,0.93,0.04,lifting
62.89,-17.07,7.37,-15.75,-10.74,42.3,0.74,0.99,0.04,lifting
61.52,-20.2,7.09,-1.89,-7.75,102.97,0.81,1.05,-0.02,lifting
59.33,-25.21,5.76,24.66,0.37,123.05,0.68,1.01,0.01,lifting
50.65,-33.56,5.47,27.83,14.65,127.2,0.43,0.98,0.03,lifting
43.29,-36.46,4.8,9.83,20.81,117.74,0.16,0.85,0.13,lifting
35.16,-37.72,4.1,13.18,23.19,104.61,-0.1,0.85,0.14,lifting
28.04,-38.32,2.44,27.4,21,86.67,-0.32,0.6,0.23,lifting
22.83,-37.89,0.79,15.08,11.9,59.69,-0.47,0.51,0.29,lifting
18.43,-37.02,-0.73,7.87,0.31,34,-0.63,0.42,0.37,lifting
17.86,-37.4,-2.1,-2.44,-4.82,-12.45,-0.63,0.3,0.37,lifting
21.61,-38.49,-1.61,-5.55,-18.25,-65.61,-0.52,0.51,0.29,lifting
27.09,-39.06,-0.39,-5.74,-17.46,-90.94,-0.39,0.68,0.23,lifting
34.5,-38.38,0.43,-10.99,-11.05,-94.6,-0.2,0.84,0.2,lifting
40.76,-36.91,1.32,-15.56,-5.49,-91.8,0.03,1,0.17,lifting
46.46,-34.52,3.36,-19.41,-5.13,-82.95,0.2,0.99,0.16,lifting
51.17,-32.76,4.3,-21.06,-3.85,-75.93,0.29,0.98,0.1,lifting
57.13,-27.28,5.96,-18.74,0.67,-82.34,0.5,0.89,0.09,lifting
60.21,-23.56,5.38,-19.1,2.81,-80.26,0.64,0.87,0.06,lifting
62.01,-19.49,5.63,-11.17,-1.83,-73,0.81,0.9,0.02,lifting
62.72,-16.75,4.83,-5.86,-6.35,-4.03,0.7,1.01,0.02,lifting
63.18,-17.81,5.13,-10.8,-10.86,47,0.71,0.98,0.02,lifting
61.99,-21.33,4.48,-2.69,-6.84,98.51,0.75,1.05,-0.01,lifting
56.48,-28.87,4.05,25.76,4.33,119.75,0.64,1.02,0.03,lifting
50.72,-33.33,2.87,18.55,10.86,124.94,0.42,0.97,0.1,lifting
43.92,-37,3.52,-5.13,17.94,122.01,0.11,0.92,0.11,lifting
35.16,-38.67,2.67,18.25,23.62,116.88,-0.13,0.8,0.15,lifting
27.14,-38.89,1.31,14.83,10.5,89.29,-0.37,0.62,0.19,lifting
20.89,-37.16,-1.01,11.78,6.59,57.86,-0.6,0.51,0.2,lifting
17.59,-36.54,-1.42,19.96,1.04,22.4,-0.71,0.26,0.28,lifting
18.03,-36.78,-2.87,4.52,-1.16,-41.87,-0.65,0.27,0.3,lifting
23.27,-38.39,-2.2,-15.2,-8.42,-78.86,-0.49,0.5,0.26,lifting
30.58,-39,-0.17,-12.15,-7.26,-102.78,-0.3,0.7,0.19,lifting
38.55,-38.16,-0.29,-8.61,-10.31,-109.99,-0.05,0.94,0.17,lifting
45.21,-35.84,1.35,-14.83,0.31,-102.36,0.15,1.14,0.14,lifting
51.06,-32.65,2.99,-0.98,8.91,-88.38,0.32,1.02,0.18,lifting
58.69,-28.11,1.5,-5.92,10.13,-90.39,0.5,0.97,0.17,lifting
60,-24.38,3.17,-46.88,-3.48,-71.23,0.59,0.89,0.15,lifting
61.89,-21.03,2.39,-17.76,-6.71,-59.2,0.73,1.02,0.11,lifting
63.16,-19.69,1.55,5.74,-2.32,3.48,0.67,1.03,0.12,lifting
62.46,-20.8,2.73,3.3,-5.37,48.71,0.64,0.99,0.1,lifting
60.61,-23.85,1.17,3.66,-7.14,80.26,0.68,1.01,0.12,lifting
58,-27.83,2.09,7.75,-5.68,103.09,0.57,1.02,0.16,lifting
50,-33.61,-0.42,-5.86,1.95,115.11,0.28,0.99,0.13,lifting
43.65,-36.62,2.14,-7.51,7.87,109.19,0.09,0.98,0.13,lifting
35.21,-38.27,1.37,20.63,22.03,119.87,-0.2,0.76,0.15,lifting
26.93,-38.35,-1.92,25.51,9.58,92.41,-0.41,0.55,0.17,lifting
18.53,-36.66,-3.15,13.61,2.62,50.05,-0.62,0.26,0.24,lifting
17.75,-36.3,-4.71,-6.29,-0.67,-28.14,-0.65,0.16,0.29,lifting
22.57,-37.61,-2.81,-15.32,-13.61,-100.04,-0.45,0.41,0.25,lifting
35.79,-38.1,-0.15,-13.61,-12.27,-131.29,-0.16,0.71,0.16,lifting
45.12,-36.24,0.23,-5.68,-1.1,-126.16,0.14,1,0.1,lifting
51.71,-33.03,0.01,3.23,21.67,-99.3,0.39,1.05,0.14,lifting
56.36,-29.36,1.88,-10.07,19.96,-96.37,0.57,0.95,0.18,lifting
60.31,-24.43,4.41,-27.83,1.46,-96.56,0.71,0.85,0.13,lifting
62.73,-19.45,3.91,-18.07,-6.04,-58.65,0.81,1.14,0.08,lifting
62.98,-18.36,3.06,-7.63,-2.87,39.18,0.57,1.08,0.08,lifting
62.23,-21.23,2.73,-6.23,-12.27,76.54,0.7,1.04,0.05,lifting
59.68,-25.94,2.6,8.91,-3.78,101.81,0.63,0.96,0.04,lifting
52.38,-32.39,1.78,15.38,8.91,106.45,0.44,0.98,0.04,lifting
47.25,-35.08,1.15,11.9,9.89,101.26,0.16,0.97,0.09,lifting
40.89,-37,1.76,4.21,5.49,91.43,-0.09,0.9,0.14,lifting
34.58,-38.09,0.42,9.77,13.49,92.04,-0.28,0.81,0.17,lifting
27.34,-38.31,-2.66,26.61,9.95,82.46,-0.43,0.69,0.24,lifting
19.12,-36.6,-5.16,23.86,4.58,69.64,-0.62,0.32,0.28,lifting
16.63,-36.24,-7.26,0.79,-2.2,-10.56,-0.7,0.18,0.31,lifting
19.85,-37.21,-5.19,-18.55,-8.3,-78.06,-0.56,0.39,0.28,lifting
27.2,-38.27,-2.87,-18.98,-12.21,-111.88,-0.34,0.56,0.21,lifting
40.36,-36.93,-2.26,-5.74,-4.21,-128.11,-0.05,0.9,0.13,lifting
48.29,-34.33,-2.21,-2.32,25.57,-93.81,0.29,1.05,0.15,lifting
53.34,-31.98,1.39,-17.76,22.83,-91.67,0.47,0.99,0.17,lifting
59.5,-24.65,2.78,-29.85,6.65,-96.86,0.64,0.92,0.14,lifting
61.79,-20.51,3.69,-24.78,-5.31,-50.48,0.82,1.22,0.12,lifting
62.52,-20.52,4.09,-7.26,0.73,30.09,0.5,1.05,0.12,lifting
61.34,-22.18,3.48,-3.66,-15.38,55.91,0.58,1.06,0.07,lifting
57.95,-27.98,1.68,11.17,-9.03,86.79,0.58,1.04,0.08,lifting
53.32,-31.58,-0.67,19.71,-4.27,104.13,0.4,1.05,0.08,lifting
47.39,-34.51,-0.5,1.83,-3.17,92.47,0.12,1.05,0.11,lifting
41.2,-37.44,-0.96,3.91,17.76,114.2,-0.04,0.89,0.14,lifting
30.16,-38.32,-1.94,20.32,19.29,93.87,-0.31,0.72,0.14,lifting
24.22,-37.79,-5.35,33.57,13.73,64.88,-0.48,0.42,0.25,lifting
21.55,-36.99,-7.04,11.17,-3.11,8.85,-0.66,0.25,0.31,lifting
23.03,-36.94,-7.65,-16.24,-8.06,-58.78,-0.56,0.4,0.33,lifting
31.21,-37.59,-5.27,-11.23,-16.17,-91.43,-0.37,0.57,0.25,lifting
38.56,-37.28,-5.15,-14.34,-15.14,-107.06,-0.15,0.77,0.17,lifting
45.39,-35,-3.19,-9.52,0.79,-102.54,0.14,1.08,0.15,lifting
51.6,-31.86,-2.1,-7.87,7.39,-91.98,0.37,1.04,0.19,lifting
58.26,-26.62,-1.33,-6.59,16.42,-94.91,0.6,1,0.19,lifting
61.65,-22.01,0.52,-16.17,1.77,-77.64,0.74,0.98,0.21,lifting
62.49,-19.17,0.85,-16.36,-7.87,-22.71,0.7,1.19,0.19,lifting
62.56,-19.49,0.74,-15.5,-17.21,51.03,0.58,1.1,0.18,lifting
59.75,-25.06,0.48,-2.32,-16.3,86.43,0.68,1.06,0.13,lifting
56.31,-29.77,-0.33,4.39,-10.38,113.77,0.44,0.95,0.09,lifting
50.84,-33.56,-1.56,6.9,-2.99,93.44,0.22,1.02,0.1,lifting
45.73,-35.9,-2.86,14.71,16.3,90.76,0.03,0.92,0.13,lifting
36.57,-37.9,-3.92,27.22,16.72,82.28,-0.18,0.78,0.16,lifting
31.48,-37.66,-7.28,12.94,12.7,74.65,-0.37,0.66,0.24,lifting
26.33,-37.84,-9.02,-0.31,5.19,66.35,-0.52,0.64,0.31,lifting
21.22,-37.3,-8.56,-0.12,11.66,34.06,-0.69,0.35,0.35,lifting
21.77,-37.49,-7.29,-0.31,-6.35,-33.14,-0.64,0.32,0.34,lifting
26.01,-37.98,-6.56,-2.38,-10.44,-79.41,-0.54,0.47,0.25,lifting
33,-38.46,-5.81,-6.65,-3.36,-109.99,-0.24,0.66,0.22,lifting
40.41,-36.22,-6.24,-14.16,3.36,-115.17,0.07,0.89,0.2,lifting
51.16,-32.65,-3.34,-17.7,7.2,-99.85,0.27,1.01,0.16,lifting
56.36,-28.71,-3.32,-5.74,11.17,-103.21,0.49,1.04,0.15,lifting
60.68,-24.38,-1.77,-2.99,22.4,-85.75,0.67,0.97,0.17,lifting
62.57,-20.5,1.71,-12.7,5.13,-67.02,0.81,1.01,0.19,lifting
64.05,-18.41,0.96,-6.77,-4.09,12.27,0.7,1.17,0.17,lifting
62.76,-21.12,0.99,-12.27,-6.29,66.35,0.63,1.04,0.13,lifting
60.66,-24.93,0.34,8.3,-7.08,94.24,0.68,1.02,0.07,lifting
56.48,-28.91,0.59,10.44,-4.76,109.5,0.48,1.01,0.07,lifting
47.79,-34.69,-1.76,4.64,8.06,105.04,0.18,0.95,0.1,lifting
40.48,-37.16,-2.03,23.13,25.51,107.97,-0.08,0.79,0.14,lifting
34.57,-38.15,-4.06,29.24,7.69,83.25,-0.21,0.79,0.25,lifting
28,-38.16,-5.79,8.97,7.32,85.69,-0.43,0.54,0.28,lifting
20.45,-36.96,-6.99,3.11,12.15,46.26,-0.6,0.26,0.34,lifting
21.06,-36.89,-8.47,7.32,-6.71,-46.02,-0.64,0.3,0.35,lifting
26.14,-37.66,-7.98,-3.17,-12.33,-85.21,-0.5,0.51,0.3,lifting
33.03,-37.96,-6.98,-26.12,-10.13,-101.81,-0.25,0.73,0.25,lifting
44.21,-36.63,-3.33,-18.25,-5.8,-105.59,0.01,0.97,0.17,lifting
49.61,-33.76,-2.64,-7.69,1.22,-95.34,0.22,1.07,0.17,lifting
54.36,-30.48,-1.82,-7.39,8.3,-87.89,0.43,1.02,0.18,lifting
58.42,-26.46,-1.09,-11.05,8.61,-79.47,0.63,0.95,0.19,lifting
61.67,-21.87,1.48,-21.3,1.89,-49.99,0.67,1.01,0.16,lifting
62.4,-20.83,1.33,-20.75,-0.24,8,0.54,1.16,0.07,lifting
62.01,-22.06,0.2,-8,-5.8,47.18,0.49,1.07,0.08,lifting
60.16,-24.82,0.96,6.96,-8.73,82.34,0.59,1.13,0.05,lifting
53.27,-31.95,-0.85,16.72,-0.06,114.93,0.43,1.02,0.09,lifting
47.35,-35.25,-2.77,16.6,18.01,111.57,0.12,0.9,0.11,lifting
40.44,-36.85,-3.75,27.34,8.79,98.02,-0.05,0.81,0.19,lifting
34.03,-37.88,-5.51,28.38,8.06,79.53,-0.28,0.65,0.22,lifting
28.43,-37.48,-8.59,15.38,4.52,55.24,-0.48,0.48,0.29,lifting
24.76,-36.83,-9.92,4.27,5,0.92,-0.6,0.39,0.39,lifting
26.73,-37.33,-10.12,-11.35,-2.5,-50.6,-0.5,0.47,0.34,lifting
31.46,-38.44,-8.52,-20.14,-1.4,-78.8,-0.38,0.61,0.27,lifting
37.29,-37.55,-7.12,-17.4,0.79,-87.34,-0.13,0.8,0.21,lifting
45.89,-35.25,-3.71,-19.17,5.49,-83.8,0.1,0.98,0.19,lifting
50.82,-32.64,-1.55,-17.64,5.49,-84.66,0.27,1.03,0.18,lifting
55.49,-29.74,-0.6,-3.23,13.24,-84.11,0.43,0.97,0.16,lifting
58.78,-26.07,-0.67,-11.17,17.15,-68.91,0.56,0.89,0.17,lifting
61.98,-20.28,2.1,-7.93,2.87,-68.6,0.77,0.98,0.15,lifting
63.24,-18.53,2.53,3.3,-6.59,2.38,0.7,1.1,0.17,lifting
62.59,-20.57,1.17,-11.47,-8.97,58.9,0.59,1.08,0.13,lifting
59.96,-24.49,0.7,4.03,-0.55,99.06,0.62,1.04,0.09,lifting
54.44,-30.79,0.2,17.76,-0.18,101.07,0.46,0.96,0.11,lifting
48.88,-34.68,-1.25,7.87,-0.12,100.89,0.18,0.96,0.14,lifting
42.92,-36.63,-2.42,11.47,11.05,97.84,-0.07,0.9,0.16,lifting
33.12,-38.07,-2.93,14.83,5.31,91.74,-0.31,0.83,0.2,lifting
25.92,-37.96,-4.77,9.7,17.03,94.79,-0.47,0.57,0.25,lifting
20.9,-37.16,-7.01,13.55,11.17,55.54,-0.64,0.36,0.31,lifting
18.46,-36.35,-7.93,4.46,4.33,-14.89,-0.68,0.26,0.35,lifting
22.09,-37.39,-7.37,-9.03,-3.72,-61.65,-0.56,0.39,0.3,lifting
29.33,-38.11,-6.7,-19.17,-3.72,-105.47,-0.37,0.61,0.23,lifting
37.5,-37.17,-3.75,-15.26,5.62,-125.12,-0.02,0.82,0.21,lifting
46.31,-35.49,-1.62,-15.5,5.92,-111.15,0.3,0.95,0.2,lifting
54.98,-29.76,-0.55,-5.07,20.08,-109.25,0.46,1.1,0.16,lifting
58.47,-26.39,0.95,-9.09,18.43,-67.38,0.48,0.89,0.17,lifting
61.54,-22.86,2.09,-26.49,9.7,-70.5,0.73,0.95,0.17,lifting
62.9,-19.76,2.51,-6.04,-5.62,-14.71,0.7,1.08,0.14,lifting
62.46,-20.39,2.45,3.6,-11.29,30.88,0.59,0.99,0.13,lifting
61.02,-23.18,1.95,4.27,-13.24,75.07,0.69,1.04,0.12,lifting
58.45,-27.04,1.12,10.44,-10.44,101.2,0.6,1.04,0.12,lifting
53.04,-31.59,-1.18,-3.54,0.98,118.47,0.29,1.01,0.13,lifting
43.53,-36.88,0.4,13.79,14.65,104.68,0.06,0.94,0.16,lifting
36.88,-38.16,-2.38,28.93,10.56,89.54,-0.11,0.84,0.21,lifting
29.98,-38.1,-4.74,21.91,13.85,85.45,-0.33,0.59,0.26,lifting
21.79,-36.84,-6.2,11.11,1.71,60.91,-0.54,0.34,0.33,lifting
20.59,-36.71,-7.69,-6.9,-0.24,-21.36,-0.62,0.22,0.38,lifting
24.85,-38.33,-6.37,-8.97,-12.33,-78.98,-0.47,0.52,0.33,lifting
31.57,-38,-6.1,-14.71,-7.81,-94.6,-0.29,0.64,0.25,lifting
39.11,-37.16,-5.2,-20.08,-5.13,-109.74,-0.04,0.88,0.18,lifting
48.63,-34.22,-1.76,-17.15,5,-90.15,0.18,1,0.15,lifting
53.61,-30.88,-0.35,-11.17,19.59,-93.32,0.43,1.01,0.16,lifting
58.15,-26.95,1.9,-12.57,15.01,-84.23,0.63,1,0.16,lifting
60.99,-22.74,3.1,-6.9,6.1,-66.22,0.75,1.17,0.14,lifting
62.15,-21.04,4.41,2.62,-4.09,18.49,0.58,1.08,0.19,lifting
61.38,-22.64,2.48,-6.77,-16.3,50.23,0.58,1.05,0.16,lifting
58.85,-26.73,1.93,2.56,-15.01,88.01,0.58,1.09,0.13,lifting
54.68,-30.63,0.61,17.09,-7.93,117.68,0.36,1.04,0.14,lifting
45.84,-35.93,-2.2,16.97,1.77,92.04,0.17,0.94,0.17,lifting
40.42,-37.51,-3.23,9.16,13,90.94,-0.1,0.85,0.18,lifting
33.53,-38.4,-3.76,13.85,11.9,88.26,-0.25,0.67,0.23,lifting
24.28,-37.45,-5.94,14.1,10.07,73.85,-0.45,0.44,0.3,lifting
21.68,-37.11,-7.52,7.2,0.55,5.98,-0.61,0.27,0.35,lifting
23.62,-37.17,-6.52,-2.01,-5.49,-58.04,-0.51,0.44,0.37,lifting
29.66,-38.29,-5.66,-14.34,-16.3,-85.51,-0.36,0.58,0.29,lifting
39.39,-36.51,-2.65,-27.22,-11.66,-105.22,-0.14,0.73,0.2,lifting
46.74,-34.78,-1.87,-26.12,-0.18,-105.83,0.2,1.02,0.16,lifting
52.45,-31.48,-0.51,-11.84,3.54,-99.06,0.42,1.06,0.14,lifting
57.3,-28.21,1.88,-4.03,14.77,-92.04,0.6,1.03,0.14,lifting
61.39,-21.83,2.43,-5.43,15.2,-81.67,0.76,0.96,0.18,lifting
62.76,-19.25,4.2,-11.35,-2.14,-12.45,0.71,1.13,0.18,lifting
62.65,-20.35,2.19,-9.34,-13.24,47.12,0.55,1.11,0.14,lifting
61.67,-23.52,1.43,6.35,-16.17,92.53,0.69,1.14,0.09,lifting
54.16,-31.2,1.94,15.32,-3.97,125.55,0.51,1.11,0.08,lifting
46.56,-34.73,0.42,9.09,7.87,130.86,0.18,0.94,0.1,lifting
38.67,-37.29,-0.18,21.79,16.66,115.84,-0.02,0.82,0.14,lifting
31.01,-38.48,-3.41,20.69,9.83,92.96,-0.29,0.68,0.22,lifting
24.55,-37.34,-5.37,16.91,10.5,75.81,-0.47,0.39,0.33,lifting
19.87,-36.35,-5.88,5.13,-4.27,5.37,-0.59,0.23,0.39,lifting
22.14,-36.6,-6.2,-8.91,-12.15,-60.36,-0.54,0.36,0.33,lifting
28.14,-38.31,-4.97,-16.54,-15.93,-96.86,-0.39,0.56,0.24,lifting
35.69,-37.96,-3.37,-20.94,-7.45,-121.28,-0.12,0.77,0.17,lifting
47.8,-33.95,-1.7,-16.66,-1.34,-121.4,0.2,1.01,0.16,lifting
54,-30.41,-0.7,-3.36,6.35,-108.22,0.44,1.06,0.16,lifting
58.45,-26.17,0.96,-11.17,13.43,-92.9,0.7,1,0.17,lifting
60.8,-22.47,1.83,-16.72,6.84,-74.83,0.76,0.97,0.17,lifting
62.6,-18.47,2.67,-2.81,-5.55,-21.18,0.74,1.12,0.16,lifting
62.32,-19.67,1.76,-1.28,-12.88,44.92,0.62,1.07,0.15,lifting
60.83,-23.58,1.72,-5.19,-14.77,106.14,0.71,1.13,0.1,lifting
56.86,-29.38,1.32,5.19,-2.87,131.16,0.55,1.11,0.09,lifting
45.56,-36.22,0.46,3.48,19.29,144.59,0.22,0.99,0.08,lifting
35.51,-37.81,-0.31,13.18,25.94,130.98,-0.04,0.75,0.14,lifting
27.11,-37.89,-1.28,15.93,21.79,104.98,-0.3,0.54,0.18,lifting
20.48,-37.71,-2.32,13.31,8.73,51.27,-0.56,0.38,0.27,lifting
16.97,-36.07,-4.39,8.42,-2.26,12.02,-0.72,0.33,0.33,lifting
18.16,-36.61,-3.7,-3.48,-4.15,-41.08,-0.67,0.42,0.31,lifting
22.81,-38.31,-2.92,-9.03,-8.67,-59.63,-0.56,0.56,0.26,lifting
27.69,-37.45,-2.65,-14.65,-4.76,-84.96,-0.42,0.61,0.2,lifting
38.33,-37.43,-0.61,-16.36,-5.31,-107.73,-0.09,0.78,0.18,lifting
45.75,-36.02,0.42,-14.47,-11.35,-99.79,0.18,1.01,0.14,lifting
51.1,-32.4,1.15,-15.5,-5.98,-92.22,0.34,1.05,0.11,lifting
55.87,-29.33,1.92,-33.14,-0.49,-88.75,0.39,0.92,0.06,lifting
59.62,-24.51,4.24,-64.15,-12.7,-79.1,0.66,0.97,-0.03,lifting
62.35,-19.29,5.55,-61.95,-22.71,-38.57,0.76,1.1,-0.19,lifting
62.46,-18.55,4.47,-56.09,-1.1,21.18,0.54,0.96,-0.3,lifting
61.55,-20.41,6.37,-90.27,33.26,60.12,0.52,0.92,-0.53,lifting
59.16,-21.58,13.7,-84.96,69.4,81.6,0.5,0.89,-0.74,lifting
51.59,-23.71,22.3,-45.35,108.76,83.37,0.27,0.81,-0.93,lifting
42.57,-23.77,28.56,-25.21,140.44,69.27,0.04,0.6,-0.76,lifting
32.62,-24.15,30.52,-1.16,114.81,55.11,-0.23,0.5,-0.69,lifting
19.67,-22.85,29.31,-0.79,102.05,45.47,-0.49,0.35,-0.45,lifting
13.62,-22.29,26.25,-3.11,75.5,31.37,-0.72,0.34,-0.37,lifting
8.7,-21.69,23.65,9.95,71.84,11.23,-0.85,0.3,-0.22,lifting
5.51,-21.69,21.37,16.78,38.15,5.62,-0.83,0.28,0.04,lifting
3.8,-22.68,18.82,10.5,-5.62,-5.92,-0.87,0.27,0.05,lifting
6.2,-23.8,19.57,-7.14,-30.94,-7.57,-0.85,0.3,-0.02,lifting
9,-23.21,23.14,-18.13,-60.18,-17.58,-0.74,0.31,-0.07,lifting
14.25,-23.24,25.52,-4.94,-90.76,-36.01,-0.69,0.4,-0.36,lifting
21,-24.5,28.15,6.16,-119.51,-49.19,-0.56,0.5,-0.65,lifting
32.92,-25.83,29.35,2.62,-79.41,-46.39,-0.36,0.57,-0.73,lifting
39.25,-24.11,27.75,-17.58,-77.51,-46.63,-0.11,0.58,-0.79,lifting
44.64,-22.3,28,-37.9,-79.28,-31.92,0.1,0.6,-0.81,lifting
50.04,-20,25.38,-33.94,-76.17,-14.83,0.2,0.56,-0.92,lifting
55.51,-17.44,21.11,-23.19,-78.12,-10.31,0.37,0.48,-0.94,lifting
58.17,-16.61,18.91,-8.12,-63.35,-3.72,0.45,0.44,-0.92,lifting
60.46,-16.03,14.89,8.97,-52.12,-9.52,0.54,0.4,-0.82,lifting
